Marca temporal	Identidad de Género	Edad	Máximo nivel de formación	¿Qué carrera de grado estudiaste?	¿En qué tipo de universidad estudiaste tu carrera de grado?	País en el que trabajas	Provincia donde trabajas	Trabajo	Rubro de la empresa	¿Cuántos empleados tiene la empresa?	Origen del capital	¿Cuántas personas integran el área de RRHH?	¿En qué puesto trabajás?	Tipo de contratación	¿Cómo es tu jornada laboral?	¿Cuál es tu función principal en RRHH?	¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?)	¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año)	¿Hace cuántos años estás en tu puesto actual? (0 para menos de un año)	¿Cuántos años de experiencia tenés en RRHH?	¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones)	¿Qué beneficios tenés?	¿Recibís bonos?	¿Tuviste ajustes por inflación en 2021?	¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2021?	Mes del último ajuste	¿Trabajás en proyectos independientes además de tu empleo?	¿Qué sistema de gestión de RRHH usan en tu empresa?	¿Cómo se llama el área en tu empresa?	¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?	¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?	¿Qué tan satisfecho estás con tu empresa?	¿Estás buscando trabajo?	¿Qué beneficios te gustaría tener?	¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?	Definí a RRHH con una sola palabra	¿Te identificás como LGBTIQ+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?	En tu empresa puedes ser como realmente eres (por ej.: expresar abiertamente tu personalidad, tu identidad de género, orientación sexual, etc.).	¿Qué porcentaje aproximado del management de tu empresa son mujeres? (Entiéndase posiciones de Jefatura, de Gerencia, o de Dirección)	Es importante incorporar el lenguaje inclusivo en la organización.	¿Tenés alguna discapacidad?	¿En tu organización existe una línea segura o políticas definidas para actuar frente a situaciones de acoso o discriminación?	¿Sufriste alguna situación de acoso, abuso o de discriminación en algún trabajo?	¿Estás trabajando desde tu casa?	¿Cómo están planeando el regreso a las oficinas?	¿En qué mes está planificado el retorno de la mayoría de los empleados?	¿Cómo fue la decisión del esquema de teletrabajo a realizar?	Cantidad de días que se aplicará teletrabajo	Las nuevas contrataciones, ¿bajo qué modalidad ingresaron?	¿Qué tan satisfecho estás con la decisión de retornar a la oficina?	¿Cómo valorarías la gestión de tu empresa durante la pandemia del COVID?	¿Cómo estás registrado/a fiscalmente?	¿Hace cuántos años trabajás como freelance?	¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19)	¿Exportás tus servicios?	Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?	¿Aceptás pagos en cuotas?	¿Trabajás con otros freelancers de tu mismo rubro?	¿Tu servicio principal está relacionado con búsqueda y selección?	¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?	¿Trabajás a riesgo?	¿Cuál es el coeficiente que cobrás por tus servicios?	El coeficiente lo calculás sobre:	¿Ofrecés garantía?	¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere)	¿Cuál es el valor hora promedio que ofrecés? (moneda local)
12/11/2021 23:56:13	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Alimentación, bebidas	501 - 1.000	Nacional	5	Analista	Indeterminado	Full time	Payroll / Liquidación de sueldos	1	7	7	13	135000	Horarios flexibles, Comedor / Almuerzos, Frutas y snacks	No recibo bono	1 solo	15	Septiembre	No	Bejerman	Oficina de Personal	No	0%	3	No,  pero escucho ofertas	Home office prepaga bonos 	No recuerdo	Representante	No	Ni de acuerdo ni en desacuerdo	20%	Totalmente de acuerdo	No tengo ninguna discapacidad	No	Si	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Algo insatisfecho	5															
13/11/2021 9:03:24	Hombre cis	41 - 45	Universitario completo	Ingenieria comercial	Universidad Privada	Chile		Relación de Dependencia	Otros	5.001 - 10.000	Multinacional	40	Analista	De planta 	Full time	Compensaciones y beneficios	0	1	1	15	2200000	Tarjeta de descuento, Abono de celular, Abono de internet, Home office	No recibo bono	1 solo	3.1	Octubre	Si, en emprendimiento no relacionado con RRHH	Peoplenet	Gestión de Personas	No	0%	4	Sí, activamente	Bono por desempeño, complementarios de salud		Burocracia	No	Totalmente de acuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No esta definido	No aplica	No aplica	Teletrabajo	No aplica / Prefiero no responder	3															
13/11/2021 9:28:01	Mujer cis	25 - 30	Universitario completo	Psicología	Universidad Pública	Paraguay		Relación de Dependencia	Comercio	101 - 250	Nacional	2	Analista	Indeterminado	Full time	Capacitación y desarrollo	0	0	0	5	3500000	No tengo beneficios adicionales	No recibo bono	No tuve ajustes	0	Mayo	No	Microsoft Dynamics	Recursos Humanos	No	30%	3	No,  pero escucho ofertas	Posibilidad de trabajar a distancia, seguro médico privado, tarjetas gourmet	No tenes problemas de salud? Tus padres no tienen alguna?	Secretaría general	No	Totalmente de acuerdo	50%	De acuerdo	No tengo ninguna discapacidad	Si	No	Si	Presencial 100%	No aplica	De la empresa	No aplica	Presencial	Muy instatisfecho	5															
14/11/2021 11:37:15	Hombre cis	46 - 50	Universitario completo	Contador Público	Universidad Pública	Argentina	Santa Cruz	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	251 - 500	Nacional	7	Jefe	Indeterminado	Full time	Generalista	5	0	0	20	300000	Medicina prepaga / Plan de salud, Abono de celular, Frutas y snacks, Reintegro gastos médicos 	Dos sueldos	1 solo	15	Octubre	Si, en emprendimiento relacionado con RRHH	GV	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Auto enpresa		Humano	No	De acuerdo	0%	En desacuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Algo satisfecho	3															
14/11/2021 18:06:28	Mujer cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Perú		Relación de Dependencia	Función pública	251 - 500	Nacional	8	Pasante	Pasante	Part time	Administración de personal	0	0	0	0	930.00	No tengo beneficios adicionales	No recibo bono	No tuve ajustes	0		Si, en proyectos ad honorem	SAP / SuccessFactors	Recursos Humanos	No	0%	4	Sí, activamente	Línea de carrera 		Bienestar	No	Totalmente de acuerdo	10%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Marzo 2022 en adelante	Del empleado	4 días	Presencial	Muy satisfecho	4															
15/11/2021 9:07:18	Hombre cis	31 - 35	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Privada	Uruguay		Freelance																																												Monotributista	0	Casa	Si	Prex	No	No	No						People Analytics	8000
15/11/2021 9:10:42	Hombre cis	25 - 30	Maestría en curso	Administración de Empresas	Universidad Pública	Bolivia		Relación de Dependencia	Comercio	101 - 250	Nacional	3	Jefe	Indeterminado	Full time	Administración de personal	1	0	0	5	5000	Tarjeta de descuento, Abono de celular, Home office, Préstamos, Reintegros en capacitación	Un sueldo	No tuve ajustes	0		Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors	Talento Humano	No	0%	4	No,  pero escucho ofertas	Bonos, días libres, seguro privado.		Trabajo																														
15/11/2021 10:02:24	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios de correos y de telecomunicaciones	251 - 500	Nacional	6	Responsable	Indeterminado	Full time	Payroll / Liquidación de sueldos	1	10	5	14	190000	Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Home office, Idiomas	Menos de un sueldo	2 ajustes	50	Septiembre	Si, en emprendimiento no relacionado con RRHH	Enlatado propio	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	mas dias home. 	como te ves de aca en 10 años.	nexo	No	De acuerdo	20%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Ya volvimos 100%	De la empresa	3 días	Mixta	Algo satisfecho	4															
15/11/2021 12:59:51	Mujer cis	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Uruguay		Relación de Dependencia	Tecnologías de información	51 - 100	Multinacional	6	Gerente	Indeterminado	Full time	Reclutamiento y selección	4	0	0	10	80.000	Horarios flexibles, Home office, Idiomas	No recibo bono	No tuve ajustes	0		No	Bizneo y JazzHR																																						
15/11/2021 18:33:15	Mujer cis	31 - 35	Universitario en curso	Psicología	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Servicios profesionales	10.001 o más	Multinacional	2000	HRBP	Indeterminado	Full time	Desarrollo de talento	0	0	0	5	156.000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación	Dos sueldos	2 ajustes	8	Octubre	No	Workday	Talento Humano	Si	100%	5	No estoy buscando cambiar	Jornada laboral de 4 días	Tenes pensado casarte y tener hijos (aun en el siglo XXI)	Personas	No	Totalmente de acuerdo	40%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	Si	Mixto	No esta definido	De común acuerdo	A elección de cada empleado	Teletrabajo	Muy instatisfecho	5															
17/11/2021 14:05:27	Hombre cis	31 - 35	Maestría en curso	Administración de Empresas	Universidad Privada	Argentina	Santa Cruz	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	251 - 500	Nacional	6	HRBP	Indeterminado	Full time	Administración de personal	0	4	4	10	230000	Medicina prepaga / Plan de salud	Un sueldo	2 ajustes	21	Octubre	No	GV Sistema	Recursos Humanos	No	10%	3	No,  pero escucho ofertas	Gimnasio 	. 	ONG																														
17/11/2021 14:12:03	Mujer cis	25 - 30	Universitario completo	Psicología	Universidad Privada	Paraguay		Relación de Dependencia	Otros	501 - 1.000	Nacional	5	Analista	Indeterminado	Full time	Diseño organizacional	0	0	0	4	4500000	No tengo beneficios adicionales	No recibo bono	No tuve ajustes	0		No	No tenemos sistema de gestión																																						
17/11/2021 14:20:58	Hombre cis	51 - 55	Terciario completo	RRHH / RRLL / RRTT	No estudié en la Universidad	Argentina	Neuquén	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	251 - 500	Multinacional	9	Gerente	Indeterminado	Full time	Relaciones laborales	9	1	1	25	420000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Combustible, Frutas y snacks, Seguro de vida (adicionales a los de ley)	No recibo bono	2 ajustes	42	Noviembre	Si, en emprendimiento relacionado con RRHH	GV	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Bonos		Agotador pero estimulante	No	De acuerdo	0%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	No hubo ingresos	Muy instatisfecho	4															
17/11/2021 14:22:49	Mujer cis	25 - 30	Maestría en curso	Psicología	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	1.001 - 2.500	Multinacional	40	HRBP	Indeterminado	Full time	Capacitación y desarrollo	0	0	0	3	165000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office	No recibo bono	3 o más ajustes	10	Octubre	No	Avature	Talento Humano	Si	30%	4	No,  pero escucho ofertas				No	Totalmente de acuerdo	40%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No se	No	Si	Mixto	No aplica	De común acuerdo	A elección de cada empleado	Mixta	No aplica / Prefiero no responder	5															
17/11/2021 14:27:04	Hombre cis	51 - 55	Maestría completa	Administración de Empresas	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Comercio	101 - 250	Nacional	6	Gerente	Indeterminado	Full time	Administración de personal	6	2	2	16	300000	No tengo beneficios adicionales	Un sueldo	3 o más ajustes	50	Octubre	No	Bejerman	Recursos Humanos	No	0%	3	No estoy buscando cambiar	Gimnasio		Liderazgo	No	De acuerdo	20%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	No	No	Mixto	Ya volvimos 100%	De la empresa	2 días	Presencial	Muy satisfecho	5															
17/11/2021 15:02:04	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Minería	51 - 100	Multinacional	2	Jefe	Indeterminado	Full time	Generalista	1	3	0	8	210000	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas, Reintegro en electricidad	Un sueldo	2 ajustes	30	Septiembre	No	SAP / SuccessFactors	Recursos Humanos	Si	20%	3	No,  pero escucho ofertas	Gimnasio		Difícil 	No	Ni de acuerdo ni en desacuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Diciembre 2021	De la empresa	3 días	Mixta	Algo insatisfecho	4															
17/11/2021 15:24:43	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	251 - 500	Multinacional	2	Gerente	Indeterminado	Full time	Diseño organizacional	0	10	3	16	280000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Combustible, Home office, Seguro de vida (adicionales a los de ley)	Un sueldo	2 ajustes	35	Agosto	No	Workday	Recursos Humanos	Si	80%	3	No,  pero escucho ofertas																																	
17/11/2021 15:37:56	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Tabaco	101 - 250	Nacional	2	Responsable	Indeterminado	Full time	Generalista	1	1	1	5	150000	Medicina prepaga / Plan de salud, Charter / Servicio de transporte, Frutas y snacks, Gimnasio, Posgrados	Menos de un sueldo	1 solo	30	Julio	No	Bejerman	Oficina de Personal	No	0%	4	No estoy buscando cambiar	horarios flexibles y un viernes free al mes 	0	PACIENCIA	No	Totalmente de acuerdo	20%	En desacuerdo	No tengo ninguna discapacidad	Si	Si	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Algo insatisfecho	5															
17/11/2021 15:48:17	Mujer cis	41 - 45	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Agricultura, plantaciones, otros sectores rurales	251 - 500	Nacional	5	Jefe	Indeterminado	Full time	Generalista soft 	2	10	5	24	140000	Medicina prepaga / Plan de salud, Abono de celular, Combustible, Comedor / Almuerzos, Gimnasio, Home office, Seguro automotor 	Dos sueldos	3 o más ajustes	37	Septiembre	No	RH Pro	Recursos Humanos	No	0%	3	No,  pero escucho ofertas				No	Totalmente de acuerdo	20%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No se	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	Noviembre 2021	De común acuerdo	2 días	Mixta	Algo satisfecho	4															
17/11/2021 16:20:10	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Comercio	1.001 - 2.500	Multinacional	25	Gerente	Indeterminado	Full time	Payroll / Liquidación de sueldos	4	14	1	14	540000	Medicina prepaga / Plan de salud, Abono de celular, Home office	Tres sueldos o más	2 ajustes	46	Septiembre	No	SAP / SuccessFactors	Gestión Humana	No	0%	4	Sí, activamente																																	
17/11/2021 17:49:40	Hombre cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Servicios de salud	251 - 500	Nacional	5	Jefe	Indeterminado	Full time	Generalista	2	2	2	14	157000	No tengo beneficios adicionales	No recibo bono	2 ajustes	35	Noviembre	No	Bejerman	Recursos Humanos	No	0%	5	No estoy buscando cambiar	Prepaga		Compromiso	No	Totalmente de acuerdo	60%	En desacuerdo	No tengo ninguna discapacidad	No	No	No	En evaluación	Enero 2022	De la empresa	1 día	Presencial	No aplica / Prefiero no responder	5															
17/11/2021 19:12:15	Mujer cis	31 - 35	Terciario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Otros	1.001 - 2.500	Nacional	15	Administrativo	Indeterminado	Part time	Generalista	0	7	7	1	56700	Medicina prepaga / Plan de salud	No recibo bono	1 solo	3	Agosto	Si, en proyectos ad honorem	SAP / SuccessFactors	Talento Humano	No	10%	3	Sí, activamente	Una jornada de lunes a viernes, la posibilidad de tener Home Office y algún beneficio en idiomas o actividad física 	Por qué no tenes hijos (me hicieron)	Empatía																														
17/11/2021 19:45:29	Mujer cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Uruguay		Relación de Dependencia	Servicios de salud	1.001 - 2.500	Nacional	12	Administrativo	Indeterminado	Full time	Capacitación y desarrollo	0	0	0	1	37.000	Medicina prepaga / Plan de salud	No recibo bono	No tuve ajustes	0	Enero	No	Data logic / ombu																																						
17/11/2021 20:01:37	Hombre cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Jujuy	Relación de Dependencia	Minería	501 - 1.000	Multinacional	7	Analista	Indeterminado	Full time	Generalista	0	3	2	3	122000	Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Gimnasio, Reintegros en capacitación	Un sueldo	2 ajustes	20	Julio	Si, en emprendimiento no relacionado con RRHH	Nucleus																																						
17/11/2021 21:06:35	Hombre cis	31 - 35	Universitario completo	Administración de Empresas	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Alimentación, bebidas	10.001 o más	Nacional	300	Gerente	Indeterminado	Full time	Generalista	25	11	1	13	580000	Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Seguro de vida (adicionales a los de ley)	Tres sueldos o más	3 o más ajustes	48	Noviembre	No	Peoplesoft																																						
17/11/2021 21:13:57	Mujer cis	36 - 40	Maestría completa	Psicología	Universidad Privada	México		Relación de Dependencia	Industria metalúrgica, metalmecánica	251 - 500	Multinacional	2	Gerente	Indeterminado	Part time	Administración de personal	1	10	10	18	85000	Horarios flexibles, Abono de celular, Combustible	No recibo bono	No tuve ajustes	8	Mayo	No	No tenemos sistema de gestión	Recursos Humanos	No	80%	2	Sí, activamente	Vales de despensa, mayor aguinaldo, más días de vacaciones, incrementos salariales, capacitación continua, feedback	Qué estás dispuesto a dejar para entrar en esta empresa?	Compromiso	No	Totalmente de acuerdo	80%	De acuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Muy instatisfecho	2															
17/11/2021 21:48:38	Mujer cis	31 - 35	Diplomado de posgrado completo	Psicología	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Freelance																																												Monotributista	1	Casa	No	No exporto servicios	No	Si	Si	No	No	20	Remuneración mensual del ingresante	No ofrezco garantía		
18/11/2021 10:32:59	Hombre cis	31 - 35	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	101 - 250	Multinacional	5	Analista	Indeterminado	Full time	Payroll / Liquidación de sueldos	0	2	2	6	180.000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Comedor / Almuerzos, Home office, Idiomas	No recibo bono	2 ajustes	40	Noviembre	No	SAP / SuccessFactors																																						
18/11/2021 12:20:52	Mujer cis	25 - 30	Diplomado de posgrado completo	Administración de Empresas	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios públicos (agua, gas, electricidad)	501 - 1.000	Nacional	9	Analista	Indeterminado	Full time	Diseño organizacional	0	4	1	4	140000	Medicina prepaga / Plan de salud, Equipamiento ergonómico de teletrabajo, Home office, Seguro de vida (adicionales a los de ley)	Dos sueldos	3 o más ajustes	32	Octubre	Si, en proyectos ad honorem	RH Pro	Recursos Humanos	No	0%	4	No,  pero escucho ofertas																																	
18/11/2021 12:41:13	Mujer cis	36 - 40	Universitario abandonado	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios profesionales	1 - 50	Nacional	8	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	6	84337	Home office	No recibo bono	No tuve ajustes	40	Octubre	No	No tenemos sistema de gestión	Gestión de Personas	No		3	No,  pero escucho ofertas	100% home office, bono o comisión por ingresos	Cuántas veces al año me enfermo	Puente	No	Ni de acuerdo ni en desacuerdo	90%	De acuerdo	No tengo ninguna discapacidad	No se	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	No aplica	De la empresa	2 días	Mixta	No aplica / Prefiero no responder	3															
18/11/2021 14:09:58	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Mendoza	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	251 - 500	Nacional	2	Administrativo	Indeterminado	Full time	Generalista	0	10	10	10	140000	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos	Menos de un sueldo	2 ajustes	43	Octubre	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión																																						
18/11/2021 14:27:16	Mujer cis	25 - 30	Universitario completo	Psicología	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Industrias químicas	101 - 250	Nacional	4	Analista	Indeterminado	Full time	Comunicación interna	0	1	1	6	130000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley)	No recibo bono	3 o más ajustes	35	Noviembre	Si, en proyectos ad honorem	Enlatado propio	Recursos Humanos	Si	0%	4	No estoy buscando cambiar				No	Totalmente de acuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	Si	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	5															
18/11/2021 16:28:47	Mujer cis	36 - 40	Maestría completa	Ingeniera Comercial	Universidad Privada	Ecuador		Relación de Dependencia	Otros	501 - 1.000	Nacional	5	HRBP	Indeterminado	Full time	Reclutamiento y selección	0	3	3	14	1000	Medicina prepaga / Plan de salud, Préstamos, Seguro de vida (adicionales a los de ley)	No recibo bono	No tuve ajustes	0		Si, en emprendimiento relacionado con RRHH	Enlatado propio	Desarrollo Organizacional	No		3	Sí, activamente	Bonos y suedo variable	¿Por qué tuviste hijos después de tanto tiempo?	Socio	No	Ni de acuerdo ni en desacuerdo	40%	De acuerdo	No tengo ninguna discapacidad	Si	Si	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	Diciembre 2021	De la empresa	1 día	Presencial	Muy instatisfecho	3															
